name,rank,lineage
Methylobacterium sp. BF10,species,sk__Bacteria__2;p__Pseudomonadota__1224;c__Alphaproteobacteria__28211;o__Hyphomicrobiales__356;f__Methylobacteriaceae__119045;g__Methylobacterium__407;s__Methylobacterium sp. BF10__194432
Nesterenkonia sp. YIM 90721,species,sk__Bacteria__2;p__Actinomycetota__201174;c__Actinomycetes__1760;o__Micrococcales__85006;f__Micrococcaceae__1268;g__Nesterenkonia__57494;s__Nesterenkonia sp. YIM 90721__417222
Actinomyces oricola,species,sk__Bacteria__2;p__Actinomycetota__201174;c__Actinomycetes__1760;o__Actinomycetales__2037;f__Actinomycetaceae__2049;g__Actinomyces__1654;s__Actinomyces oricola__206043
Virgibacillus necropolis,species,sk__Bacteria__2;p__Bacillota__1239;c__Bacilli__91061;o__Bacillales__1385;f__Bacillaceae__186817;g__Virgibacillus__84406;s__Virgibacillus necropolis__163877
Sulfuricellaceae,family,sk__Bacteria__2;p__Pseudomonadota__1224;c__Betaproteobacteria__28216;o__Nitrosomonadales__32003;f__Sulfuricellaceae__2772226
Paucidesulfovibrio,genus,sk__Bacteria__2;p__Thermodesulfobacteriota__200940;c__Desulfovibrionia__3031449;o__Desulfovibrionales__213115;f__Desulfovibrionaceae__194924;g__Paucidesulfovibrio__2910985
Anaerostipes sp. MC_31,species,sk__Bacteria__2;p__Bacillota__1239;c__Clostridia__186801;o__Lachnospirales__3085636;f__Lachnospiraceae__186803;g__Anaerostipes__207244;s__Anaerostipes sp. MC_31__1755621
Mycoplasmopsis bovis,species,sk__Bacteria__2;p__Mycoplasmatota__544448;o__Mycoplasmoidales__2790996;f__Metamycoplasmataceae__2895623;g__Mycoplasmopsis__2767358;s__Mycoplasmopsis bovis__28903
Lactobacillus sp. 30A,species,sk__Bacteria__2;p__Bacillota__1239;c__Bacilli__91061;o__Lactobacillales__186826;f__Lactobacillaceae__33958;g__Lactobacillus__1578;s__Lactobacillus sp. 30A__1593
Lactococcus hircilactis,species,sk__Bacteria__2;p__Bacillota__1239;c__Bacilli__91061;o__Lactobacillales__186826;f__Streptococcaceae__1300;g__Lactococcus__1357;s__Lactococcus hircilactis__1494462
Agrilactobacillus,genus,sk__Bacteria__2;p__Bacillota__1239;c__Bacilli__91061;o__Lactobacillales__186826;f__Lactobacillaceae__33958;g__Agrilactobacillus__2767875
Endozoicomonas elysicola,species,sk__Bacteria__2;p__Pseudomonadota__1224;c__Gammaproteobacteria__1236;o__Oceanospirillales__135619;f__Endozoicomonadaceae__2066474;g__Endozoicomonas__305899;s__Endozoicomonas elysicola__305900
Brevibacterium sandarakinum,species,sk__Bacteria__2;p__Actinomycetota__201174;c__Actinomycetes__1760;o__Micrococcales__85006;f__Brevibacteriaceae__85019;g__Brevibacterium__1696;s__Brevibacterium sandarakinum__629680
Oceanospirillum,genus,sk__Bacteria__2;p__Pseudomonadota__1224;c__Gammaproteobacteria__1236;o__Oceanospirillales__135619;f__Oceanospirillaceae__135620;g__Oceanospirillum__965
Rheinheimera sp. YIM C817,species,sk__Bacteria__2;p__Pseudomonadota__1224;c__Gammaproteobacteria__1236;o__Chromatiales__135613;f__Chromatiaceae__1046;g__Rheinheimera__67575;s__Rheinheimera sp. YIM C817__470827
Nannocystis pusilla,species,sk__Bacteria__2;p__Myxococcota__2818505;o__Nannocystales__3031713;f__Nannocystaceae__224463;g__Nannocystis__53;s__Nannocystis pusilla__889268
Stackebrandtia,genus,sk__Bacteria__2;p__Actinomycetota__201174;c__Actinomycetes__1760;o__Glycomycetales__85014;f__Glycomycetaceae__85034;g__Stackebrandtia__283810
Sphingomonas leidyi,species,sk__Bacteria__2;p__Pseudomonadota__1224;c__Alphaproteobacteria__28211;o__Sphingomonadales__204457;f__Sphingomonadaceae__41297;g__Sphingomonas__13687;s__Sphingomonas leidyi__68569
Streptomyces atriruber,species,sk__Bacteria__2;p__Actinomycetota__201174;c__Actinomycetes__1760;o__Kitasatosporales__85011;f__Streptomycetaceae__2062;g__Streptomyces__1883;s__Streptomyces atriruber__545121
Bifidobacterium scardovii,species,sk__Bacteria__2;p__Actinomycetota__201174;c__Actinomycetes__1760;o__Bifidobacteriales__85004;f__Bifidobacteriaceae__31953;g__Bifidobacterium__1678;s__Bifidobacterium scardovii__158787
Candidatus Symbiobacter,genus,sk__Bacteria__2;p__Pseudomonadota__1224;c__Betaproteobacteria__28216;o__Burkholderiales__80840;f__Comamonadaceae__80864;g__Candidatus Symbiobacter__1436289
Lactococcus sp. NBRC 106034,species,sk__Bacteria__2;p__Bacillota__1239;c__Bacilli__91061;o__Lactobacillales__186826;f__Streptococcaceae__1300;g__Lactococcus__1357;s__Lactococcus sp. NBRC 106034__1113973
Candidatus Symbiobacter mobilis,species,sk__Bacteria__2;p__Pseudomonadota__1224;c__Betaproteobacteria__28216;o__Burkholderiales__80840;f__Comamonadaceae__80864;g__Candidatus Symbiobacter__1436289;s__Candidatus Symbiobacter mobilis__1436290
Pseudopedobacter saltans,species,sk__Bacteria__2;p__Bacteroidota__976;c__Sphingobacteriia__117747;o__Sphingobacteriales__200666;f__Sphingobacteriaceae__84566;g__Pseudopedobacter__1649482;s__Pseudopedobacter saltans__151895
Trueperella bernardiae,species,sk__Bacteria__2;p__Actinomycetota__201174;c__Actinomycetes__1760;o__Actinomycetales__2037;f__Actinomycetaceae__2049;g__Trueperella__1069494;s__Trueperella bernardiae__59561
Xanthomonas fragariae,species,sk__Bacteria__2;p__Pseudomonadota__1224;c__Gammaproteobacteria__1236;o__Xanthomonadales__135614;f__Xanthomonadaceae__32033;g__Xanthomonas__338;s__Xanthomonas fragariae__48664
Bartonella clarridgeiae,species,sk__Bacteria__2;p__Pseudomonadota__1224;c__Alphaproteobacteria__28211;o__Hyphomicrobiales__356;f__Bartonellaceae__772;g__Bartonella__773;s__Bartonella clarridgeiae__56426
Planococcus halocryophilus,species,sk__Bacteria__2;p__Bacillota__1239;c__Bacilli__91061;o__Bacillales__1385;f__Planococcaceae__186818;g__Planococcus__1372;s__Planococcus halocryophilus__1215089
Pseudanabaena sp. PCC 7367,species,sk__Bacteria__2;p__Cyanobacteriota__1117;c__Cyanophyceae__3028117;o__Pseudanabaenales__2881377;f__Pseudanabaenaceae__1890436;g__Pseudanabaena__1152;s__Pseudanabaena sp. PCC 7367__82654
Salinisphaera,genus,sk__Bacteria__2;p__Pseudomonadota__1224;c__Gammaproteobacteria__1236;o__Salinisphaerales__742030;f__Salinisphaeraceae__742031;g__Salinisphaera__180541
Hoylesella shahii,species,sk__Bacteria__2;p__Bacteroidota__976;c__Bacteroidia__200643;o__Bacteroidales__171549;f__Prevotellaceae__171552;g__Hoylesella__2974257;s__Hoylesella shahii__228603
Streptomonospora salina,species,sk__Bacteria__2;p__Actinomycetota__201174;c__Actinomycetes__1760;o__Streptosporangiales__85012;f__Nocardiopsaceae__83676;g__Streptomonospora__104204;s__Streptomonospora salina__104205
Veillonella parvula,species,sk__Bacteria__2;p__Bacillota__1239;c__Negativicutes__909932;o__Veillonellales__1843489;f__Veillonellaceae__31977;g__Veillonella__29465;s__Veillonella parvula__29466
Segatella baroniae,species,sk__Bacteria__2;p__Bacteroidota__976;c__Bacteroidia__200643;o__Bacteroidales__171549;f__Prevotellaceae__171552;g__Segatella__2974251;s__Segatella baroniae__305719
Actinobacillus succinogenes,species,sk__Bacteria__2;p__Pseudomonadota__1224;c__Gammaproteobacteria__1236;o__Pasteurellales__135625;f__Pasteurellaceae__712;g__Actinobacillus__713;s__Actinobacillus succinogenes__67854
Endozoicomonas,genus,sk__Bacteria__2;p__Pseudomonadota__1224;c__Gammaproteobacteria__1236;o__Oceanospirillales__135619;f__Endozoicomonadaceae__2066474;g__Endozoicomonas__305899
Rickettsia typhi,species,sk__Bacteria__2;p__Pseudomonadota__1224;c__Alphaproteobacteria__28211;o__Rickettsiales__766;f__Rickettsiaceae__775;g__Rickettsia__780;s__Rickettsia typhi__785
Solitalea canadensis,species,sk__Bacteria__2;p__Bacteroidota__976;c__Sphingobacteriia__117747;o__Sphingobacteriales__200666;f__Sphingobacteriaceae__84566;g__Solitalea__929509;s__Solitalea canadensis__995
Salinisphaera halophila,species,sk__Bacteria__2;p__Pseudomonadota__1224;c__Gammaproteobacteria__1236;o__Salinisphaerales__742030;f__Salinisphaeraceae__742031;g__Salinisphaera__180541;s__Salinisphaera halophila__1304158
Acetobacter aceti,species,sk__Bacteria__2;p__Pseudomonadota__1224;c__Alphaproteobacteria__28211;o__Rhodospirillales__204441;f__Acetobacteraceae__433;g__Acetobacter__434;s__Acetobacter aceti__435
Streptococcus criceti,species,sk__Bacteria__2;p__Bacillota__1239;c__Bacilli__91061;o__Lactobacillales__186826;f__Streptococcaceae__1300;g__Streptococcus__1301;s__Streptococcus criceti__1333
Lactobacillus sp. NBRC 14512,species,sk__Bacteria__2;p__Bacillota__1239;c__Bacilli__91061;o__Lactobacillales__186826;f__Lactobacillaceae__33958;g__Lactobacillus__1578;s__Lactobacillus sp. NBRC 14512__1113625
Companilactobacillus futsaii,species,sk__Bacteria__2;p__Bacillota__1239;c__Bacilli__91061;o__Lactobacillales__186826;f__Lactobacillaceae__33958;g__Companilactobacillus__2767879;s__Companilactobacillus futsaii__938155
Streptococcus infantarius,species,sk__Bacteria__2;p__Bacillota__1239;c__Bacilli__91061;o__Lactobacillales__186826;f__Streptococcaceae__1300;g__Streptococcus__1301;s__Streptococcus infantarius__102684
Pseudomonas psychrophila,species,sk__Bacteria__2;p__Pseudomonadota__1224;c__Gammaproteobacteria__1236;o__Pseudomonadales__72274;f__Pseudomonadaceae__135621;g__Pseudomonas__286;s__Pseudomonas psychrophila__122355
Chitinibacter,genus,sk__Bacteria__2;p__Pseudomonadota__1224;c__Betaproteobacteria__28216;o__Neisseriales__206351;f__Chitinibacteraceae__2897177;g__Chitinibacter__230666
Thiocapsa rosea,species,sk__Bacteria__2;p__Pseudomonadota__1224;c__Gammaproteobacteria__1236;o__Chromatiales__135613;f__Chromatiaceae__1046;g__Thiocapsa__1056;s__Thiocapsa rosea__69360
Microscilla marina,species,sk__Bacteria__2;p__Bacteroidota__976;c__Cytophagia__768503;o__Cytophagales__768507;f__Microscillaceae__1937962;g__Microscilla__1023;s__Microscilla marina__1027
Neisseria meningitidis,species,sk__Bacteria__2;p__Pseudomonadota__1224;c__Betaproteobacteria__28216;o__Neisseriales__206351;f__Neisseriaceae__481;g__Neisseria__482;s__Neisseria meningitidis__487
Salinirepens,genus,sk__Bacteria__2;p__Bacteroidota__976;c__Flavobacteriia__117743;o__Flavobacteriales__200644;f__Crocinitomicaceae__1853230;g__Salinirepens__1233041
Lactobacillus kefiranofaciens,species,sk__Bacteria__2;p__Bacillota__1239;c__Bacilli__91061;o__Lactobacillales__186826;f__Lactobacillaceae__33958;g__Lactobacillus__1578;s__Lactobacillus kefiranofaciens__267818
Lacticaseibacillus casei,species,sk__Bacteria__2;p__Bacillota__1239;c__Bacilli__91061;o__Lactobacillales__186826;f__Lactobacillaceae__33958;g__Lacticaseibacillus__2759736;s__Lacticaseibacillus casei__1582
Sulfuricella,genus,sk__Bacteria__2;p__Pseudomonadota__1224;c__Betaproteobacteria__28216;o__Nitrosomonadales__32003;f__Sulfuricellaceae__2772226;g__Sulfuricella__935200
Desulfomicrobium baculatum,species,sk__Bacteria__2;p__Thermodesulfobacteriota__200940;c__Desulfovibrionia__3031449;o__Desulfovibrionales__213115;f__Desulfomicrobiaceae__213116;g__Desulfomicrobium__898;s__Desulfomicrobium baculatum__899
Proteus hauseri,species,sk__Bacteria__2;p__Pseudomonadota__1224;c__Gammaproteobacteria__1236;o__Enterobacterales__91347;f__Morganellaceae__1903414;g__Proteus__583;s__Proteus hauseri__183417
Lactobacillus sp. NBRC 107185,species,sk__Bacteria__2;p__Bacillota__1239;c__Bacilli__91061;o__Lactobacillales__186826;f__Lactobacillaceae__33958;g__Lactobacillus__1578;s__Lactobacillus sp. NBRC 107185__1114008
Bisgaard Taxon 3,species,sk__Bacteria__2;p__Pseudomonadota__1224;c__Gammaproteobacteria__1236;o__Pasteurellales__135625;f__Pasteurellaceae__712;s__Bisgaard Taxon 3__28158
Sneathia vaginalis,species,sk__Bacteria__2;p__Fusobacteriota__32066;c__Fusobacteriia__203490;o__Fusobacteriales__203491;f__Leptotrichiaceae__1129771;g__Sneathia__168808;s__Sneathia vaginalis__187101
Desulfomicrobium macestii,species,sk__Bacteria__2;p__Thermodesulfobacteriota__200940;c__Desulfovibrionia__3031449;o__Desulfovibrionales__213115;f__Desulfomicrobiaceae__213116;g__Desulfomicrobium__898;s__Desulfomicrobium macestii__90731
marine bacillus NRRLB-14911,species,sk__Bacteria__2;p__Bacillota__1239;c__Bacilli__91061;o__Bacillales__1385;s__marine bacillus NRRLB-14911__99379
Klebsiella sp. C31,species,sk__Bacteria__2;p__Pseudomonadota__1224;c__Gammaproteobacteria__1236;o__Enterobacterales__91347;f__Enterobacteriaceae__543;g__Klebsiella__570;s__Klebsiella sp. C31__2126992
Slackia exigua,species,sk__Bacteria__2;p__Actinomycetota__201174;c__Coriobacteriia__84998;o__Eggerthellales__1643822;f__Eggerthellaceae__1643826;g__Slackia__84108;s__Slackia exigua__84109
Lentilactobacillus buchneri,species,sk__Bacteria__2;p__Bacillota__1239;c__Bacilli__91061;o__Lactobacillales__186826;f__Lactobacillaceae__33958;g__Lentilactobacillus__2767893;s__Lentilactobacillus buchneri__1581
Nitrosomonas cryotolerans,species,sk__Bacteria__2;p__Pseudomonadota__1224;c__Betaproteobacteria__28216;o__Nitrosomonadales__32003;f__Nitrosomonadaceae__206379;g__Nitrosomonas__914;s__Nitrosomonas cryotolerans__44575
Nocardioides intraradicalis,species,sk__Bacteria__2;p__Actinomycetota__201174;c__Actinomycetes__1760;o__Propionibacteriales__85009;f__Nocardioidaceae__85015;g__Nocardioides__1839;s__Nocardioides intraradicalis__1817596
Xenorhabdus szentirmaii,species,sk__Bacteria__2;p__Pseudomonadota__1224;c__Gammaproteobacteria__1236;o__Enterobacterales__91347;f__Morganellaceae__1903414;g__Xenorhabdus__626;s__Xenorhabdus szentirmaii__290112
Stackebrandtia cavernae,species,sk__Bacteria__2;p__Actinomycetota__201174;c__Actinomycetes__1760;o__Glycomycetales__85014;f__Glycomycetaceae__85034;g__Stackebrandtia__283810;s__Stackebrandtia cavernae__1766802
Lacticaseibacillus nasuensis,species,sk__Bacteria__2;p__Bacillota__1239;c__Bacilli__91061;o__Lactobacillales__186826;f__Lactobacillaceae__33958;g__Lacticaseibacillus__2759736;s__Lacticaseibacillus nasuensis__944671
Nitrosomonas sp. Is79A3,species,sk__Bacteria__2;p__Pseudomonadota__1224;c__Betaproteobacteria__28216;o__Nitrosomonadales__32003;f__Nitrosomonadaceae__206379;g__Nitrosomonas__914;s__Nitrosomonas sp. Is79A3__261292
Endozoicomonadaceae,family,sk__Bacteria__2;p__Pseudomonadota__1224;c__Gammaproteobacteria__1236;o__Oceanospirillales__135619;f__Endozoicomonadaceae__2066474
Malacoplasma,genus,sk__Bacteria__2;p__Mycoplasmatota__544448;o__Mycoplasmoidales__2790996;f__Mycoplasmoidaceae__2790998;g__Malacoplasma__2791001
Pseudomonas sp. NBRC 111140,species,sk__Bacteria__2;p__Pseudomonadota__1224;c__Gammaproteobacteria__1236;o__Pseudomonadales__72274;f__Pseudomonadaceae__135621;g__Pseudomonas__286;s__Pseudomonas sp. NBRC 111140__1661055
Solitalea,genus,sk__Bacteria__2;p__Bacteroidota__976;c__Sphingobacteriia__117747;o__Sphingobacteriales__200666;f__Sphingobacteriaceae__84566;g__Solitalea__929509
Alicyclobacillus shizuokensis,species,sk__Bacteria__2;p__Bacillota__1239;c__Bacilli__91061;o__Bacillales__1385;f__Alicyclobacillaceae__186823;g__Alicyclobacillus__29330;s__Alicyclobacillus shizuokensis__392014
Chitinibacter fontanus,species,sk__Bacteria__2;p__Pseudomonadota__1224;c__Betaproteobacteria__28216;o__Neisseriales__206351;f__Chitinibacteraceae__2897177;g__Chitinibacter__230666;s__Chitinibacter fontanus__1737446
Chromatium okenii,species,sk__Bacteria__2;p__Pseudomonadota__1224;c__Gammaproteobacteria__1236;o__Chromatiales__135613;f__Chromatiaceae__1046;g__Chromatium__1047;s__Chromatium okenii__61644
Sulfuritalea hydrogenivorans,species,sk__Bacteria__2;p__Pseudomonadota__1224;c__Betaproteobacteria__28216;o__Nitrosomonadales__32003;f__Sterolibacteriaceae__2008793;g__Sulfuritalea__1054211;s__Sulfuritalea hydrogenivorans__748811
Prevotella nigrescens,species,sk__Bacteria__2;p__Bacteroidota__976;c__Bacteroidia__200643;o__Bacteroidales__171549;f__Prevotellaceae__171552;g__Prevotella__838;s__Prevotella nigrescens__28133
Leuconostoc citreum,species,sk__Bacteria__2;p__Bacillota__1239;c__Bacilli__91061;o__Lactobacillales__186826;f__Lactobacillaceae__33958;g__Leuconostoc__1243;s__Leuconostoc citreum__33964
Mediterraneibacter,genus,sk__Bacteria__2;p__Bacillota__1239;c__Clostridia__186801;o__Lachnospirales__3085636;f__Lachnospiraceae__186803;g__Mediterraneibacter__2316020
Mycoplasmoidaceae,family,sk__Bacteria__2;p__Mycoplasmatota__544448;o__Mycoplasmoidales__2790996;f__Mycoplasmoidaceae__2790998
Filifactor villosus,species,sk__Bacteria__2;p__Bacillota__1239;c__Clostridia__186801;o__Peptostreptococcales__3082720;f__Filifactoraceae__3118655;g__Filifactor__44259;s__Filifactor villosus__29374
Salmonella sp. SEH-2,species,sk__Bacteria__2;p__Pseudomonadota__1224;c__Gammaproteobacteria__1236;o__Enterobacterales__91347;f__Enterobacteriaceae__543;g__Salmonella__590;s__Salmonella sp. SEH-2__2116498
Mycoplasmopsis felifaucium,species,sk__Bacteria__2;p__Mycoplasmatota__544448;o__Mycoplasmoidales__2790996;f__Metamycoplasmataceae__2895623;g__Mycoplasmopsis__2767358;s__Mycoplasmopsis felifaucium__35768
Pseudomonas kilonensis,species,sk__Bacteria__2;p__Pseudomonadota__1224;c__Gammaproteobacteria__1236;o__Pseudomonadales__72274;f__Pseudomonadaceae__135621;g__Pseudomonas__286;s__Pseudomonas kilonensis__132476
Clostridium cuniculi,species,sk__Bacteria__2;p__Bacillota__1239;c__Clostridia__186801;o__Eubacteriales__186802;f__Clostridiaceae__31979;g__Clostridium__1485;s__Clostridium cuniculi__2548455
Malacoplasma penetrans,species,sk__Bacteria__2;p__Mycoplasmatota__544448;o__Mycoplasmoidales__2790996;f__Mycoplasmoidaceae__2790998;g__Malacoplasma__2791001;s__Malacoplasma penetrans__28227
Kordiimonas gwangyangensis,species,sk__Bacteria__2;p__Pseudomonadota__1224;c__Alphaproteobacteria__28211;o__Kordiimonadales__362534;f__Kordiimonadaceae__1331809;g__Kordiimonas__288021;s__Kordiimonas gwangyangensis__288022
Carboxydocella sporoproducens,species,sk__Bacteria__2;p__Bacillota__1239;c__Clostridia__186801;o__Eubacteriales__186802;f__Clostridiales Family XVI. Incertae Sedis__543347;g__Carboxydocella__178898;s__Carboxydocella sporoproducens__285110
Pseudorhodobacter wandonensis,species,sk__Bacteria__2;p__Pseudomonadota__1224;c__Alphaproteobacteria__28211;o__Rhodobacterales__204455;f__Paracoccaceae__31989;g__Pseudorhodobacter__238783;s__Pseudorhodobacter wandonensis__1120568
Selenomonas montiformis,species,sk__Bacteria__2;p__Bacillota__1239;c__Negativicutes__909932;o__Selenomonadales__909929;f__Selenomonadaceae__1843491;g__Selenomonas__970;s__Selenomonas montiformis__2652285
[Ruminococcus] lactaris,species,sk__Bacteria__2;p__Bacillota__1239;c__Clostridia__186801;o__Lachnospirales__3085636;f__Lachnospiraceae__186803;g__Mediterraneibacter__2316020;s__[Ruminococcus] lactaris__46228
Prevotella veroralis,species,sk__Bacteria__2;p__Bacteroidota__976;c__Bacteroidia__200643;o__Bacteroidales__171549;f__Prevotellaceae__171552;g__Prevotella__838;s__Prevotella veroralis__28137
Haemophilus influenzae-murium,species,sk__Bacteria__2;p__Pseudomonadota__1224;c__Gammaproteobacteria__1236;o__Pasteurellales__135625;f__Pasteurellaceae__712;g__Haemophilus__724;s__Haemophilus influenzae-murium__67859
Microscillaceae,family,sk__Bacteria__2;p__Bacteroidota__976;c__Cytophagia__768503;o__Cytophagales__768507;f__Microscillaceae__1937962
Gordonia desulfuricans,species,sk__Bacteria__2;p__Actinomycetota__201174;c__Actinomycetes__1760;o__Mycobacteriales__85007;f__Gordoniaceae__85026;g__Gordonia__2053;s__Gordonia desulfuricans__89051
Candidatus Puniceispirillum,genus,sk__Bacteria__2;p__Pseudomonadota__1224;c__Alphaproteobacteria__28211;o__Candidatus Puniceispirillales__3119832;f__Candidatus Puniceispirillaceae__3119833;g__Candidatus Puniceispirillum__767891
Mogibacterium diversum,species,sk__Bacteria__2;p__Bacillota__1239;c__Clostridia__186801;o__Peptostreptococcales__3082720;f__Anaerovoracaceae__3030910;g__Mogibacterium__86331;s__Mogibacterium diversum__114527
